t,a,b,c,d,e,f,g,h,i,l,m,n,o,p,q,r
0.049,0.13338134222390588,0.0968989904001781,0.07598973362119268,0.06261504555217443,0.09243216545900061,0.03953315652783187,0.0591994570560361,0.0469042602394951,0.07716049040769131,0.06132187854735752,0.08698892896782118,0.037940843078079475,0.047829295568204845,0.037518646585275796,0.029684351082537936,0.014601414683217148
0.05,0.13476544250600478,0.09720354931050336,0.07651358788938666,0.06253513759839055,0.092642402569965,0.03950199432492276,0.059008920437573,0.04638848296929856,0.07765558587260907,0.06113427740993597,0.08660816173420274,0.03759202487519646,0.047659392552661634,0.037075333146006174,0.029358149770289735,0.014357557033053503
0.051000000000000004,0.13615377447254273,0.09750468443234227,0.07703293583469978,0.06245210931143317,0.0928496228113267,0.03946856025072018,0.05881628058038486,0.0458781714642723,0.07814521304956557,0.060944845684682024,0.08622694895136038,0.037246404786354666,0.04748912838604528,0.03663716883083759,0.029035723925260135,0.014118427228172355
0.052000000000000005,0.1375462372871556,0.0978023755749032,0.07754775514935895,0.06236604031197353,0.09305382322680526,0.039432898242648964,0.05862161005939753,0.04537329232506316,0.07862937052172865,0.06075363345432154,0.08584532916685046,0.03690396942875451,0.04731855275956198,0.03620411858746495,0.028717052756105355,0.013883941147906297
0.053,0.13894272987041217,0.09809660353867918,0.07805802464482631,0.06227700942444725,0.0932550015598373,0.03939505173916453,0.05842498060183218,0.044873811947955256,0.07910805771376606,0.06056069024349543,0.08546334043428441,0.03656470514435993,0.04714771471703369,0.03577614718171402,0.028402115220745823,0.013654016017446613
0.054,0.14034315092349434,0.09838735010252245,0.07856372423711401,0.06218509467570494,0.0934531562416177,0.03935506368272658,0.05822646308923047,0.044379696534876514,0.07958127488001007,0.060366065019436775,0.08508102031664345,0.036228598008988436,0.046976662654291707,0.03535321920841273,0.0280908900348747,0.01342857039005498
0.055,0.1417473989515873,0.09867459801074857,0.07906483493215481,0.06209037329384284,0.09364828637921582,0.03931297652281302,0.05802612755956859,0.04389091210323103,0.08004902309265187,0.06016980619276627,0.08469840588960949,0.03589563384123837,0.046805444318718546,0.03493529910204952,0.0277833556803476,0.013207524129456288
0.056,0.1431553722869789,0.09895833096027155,0.07956133881122887,0.06199292170720974,0.093840391743767,0.039268832218971796,0.057824043209458,0.04340742449555883,0.0805113042299661,0.059971961618402965,0.08431553374490991,0.0355657982112549,0.04663410680893513,0.034522351147221124,0.02747949041345409,0.012990798392411053
0.057,0.14456696911186856,0.09923853358777315,0.08005321901644973,0.0618928155435876,0.09402947275874116,0.03922267224390925,0.057620278396432176,0.04292919938902549,0.08096812096456872,0.059772578596587585,0.08393243999367625,0.035239076449337624,0.04646269657463124,0.03411433948887303,0.027179272273072232,0.01277831561146615
0.058,0.1459820874808849,0.09951519145690806,0.08054045973630974,0.0617901296295425,0.0942155304882891,0.03917453758661282,0.0574149006413175,0.04245620230474323,0.0814194767517095,0.05957170387401535,0.08354916026981504,0.03491545365439136,0.04629125941653656,0.03371122814233519,0.02688267908870674,0.012569999477882367
0.059000000000000004,0.14740062534331233,0.09978829104554732,0.08102304619128711,0.06168493798994279,0.09439856662566715,0.03912446875550657,0.05720797663068708,0.04198839861692566,0.08186537581760091,0.05936938364507554,0.08316572973339,0.03459491470222271,0.0461198404865298,0.03331298100315575,0.026589688488411804,0.012365774924737423
0.06,0.1488224805650265,0.1000578197330621,0.08150096461951577,0.06157731384764159,0.09457858348174161,0.0390725057816375,0.05699957221939619,0.041525753561877904,0.08230582314778533,0.05916566355319511,0.0827821830740144,0.03427744425368414,0.04594848428788363,0.03291956185673569,0.026300277906599386,0.012165568110203119
0.061,0.15024755095013845,0.10032376578764976,0.08197420226251932,0.0614673296233204,0.09475558397357316,0.03901868822189123,0.056789752433197754,0.04106823224682431,0.08274082447554228,0.05896058869228348,0.08239855451425307,0.03396302676266791,0.04577723467564291,0.03253093438776697,0.026014424591733906,0.011969306400995203
0.062,0.15167573426234737,0.10058611835370446,0.08244274735101065,0.0613550569354911,0.09492957161308255,0.03896305516223524,0.0565785814714368,0.040615799658575306,0.08317038627033725,0.05875420360827584,0.08201487781303218,0.03365164648395175,0.04560613485713388,0.03214706218947685,0.02573210561391413,0.011776918355994656
0.063,0.15310692824600278,0.10084486743923396,0.08290658909075847,0.06124056660065311,0.09510055049579838,0.03890564522098801,0.05636612270982229,0.040168420672035667,0.08359451572631396,0.05854655230077242,0.08163118626905702,0.033343287480898445,0.045435227392601904,0.031767908772681215,0.025453297872343236,0.011588333710039051
0.064,0.15454103064687524,0.10110000390332483,0.08336571764852191,0.061123928633602984,0.09526852528968721,0.038846496552112544,0.05615243870327507,0.039726060058555716,0.08401322075083134,0.05833767822477095,0.08124751272423575,0.03303793363301129,0.045264554195975436,0.0313934375746493,0.0251779781026878,0.011403483357882632
0.065,0.15597793923263673,0.10135151944365763,0.0838201241380544,0.0610052122478934,0.09543350122406712,0.03878564684853273,0.05593759118885056,0.039288682494127494,0.08442650995304722,0.05812762429248973,0.08086388956710887,0.03273556864334721,0.04509415653575378,0.031023611967782576,0.02490612288432665,0.011222299338323855
