t,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
0.168,1.6929385890268768e-06,6.581290661631058e-06,1.4420670507044817e-05,2.5013141082075953e-05,3.819633379168116e-05,5.383329322551552e-05,7.180378369038197e-05,9.199748368025672e-05,0.0001143091913302399,0.0001386359128495088,0.045281049054523216,0.18112419621809286,0.40752944149070897,0.7244967848723715,1.13202622636308,1.6301177659628352,2.2187714036716373,2.897987139489486,3.66776497341638,4.52810490545232
0.171,1.6975104897044325e-06,6.605346171778591e-06,1.448722090773279e-05,2.5151651682839515e-05,3.844036508688384e-05,5.421793387290812e-05,7.236330778066213e-05,9.276353956505714e-05,0.00011530968458182103,0.00013989461009976444,0.04691266848792919,0.18765067395171675,0.4222140163913627,0.750602695806867,1.1728167121982294,1.6888560655654503,2.29872075590853,3.002410783227468,3.799926147522264,4.691266848792917
0.174,1.7025837741029232e-06,6.631565850675992e-06,1.4558564199257292e-05,2.529789763790548e-05,3.8694478618151065e-05,5.461345829849208e-05,7.293217313741386e-05,9.353453961748999e-05,0.00011630771781125635,0.00014114064574329835,0.048573166141395424,0.1942926645655817,0.4371584952725589,0.7771706582623268,1.2143291535348855,1.748633981090235,2.380085140928376,3.108682633049307,3.934426457453029,4.857316614139542
0.177,1.7082370759328303e-06,6.660125606309689e-06,1.4634808793320087e-05,2.5451636740113605e-05,3.895776901152819e-05,5.501804675263542e-05,7.350752927536515e-05,9.430666513967367e-05,0.00011729875582590198,0.00014236918824814607,0.05026254201492195,0.2010501680596878,0.4523628781342976,0.8042006722387512,1.2565635503730488,1.8094515125371902,2.462864558731176,3.216802688955005,4.071265903208679,5.026254201492195
0.18,1.7145274380194505e-06,6.691120079592136e-06,1.4715905626299073e-05,2.5612410936325104e-05,3.922911196646229e-05,5.5429743442746995e-05,7.408657515485223e-05,9.507643427701357e-05,0.0001182789721538027,0.00014357654053819477,0.05198079610850878,0.20792318443403512,0.467827164976579,0.8316927377361405,1.2995199027127193,1.8713086599063156,2.5470590093169303,3.326770950944562,4.21044448478921,5.198079610850877
0.183,1.7214912989799506e-06,6.724570950523121e-06,1.4801674785836751e-05,2.5779602948600822e-05,3.95072587309982e-05,5.584658945362012e-05,7.466672237615925e-05,9.584087914477703e-05,0.00011924541778612089,0.0001447602750679183,0.05372792842215588,0.21491171368862352,0.4835513557994029,0.8596468547544941,1.3431982105538967,1.9342054231976114,2.632668492685638,3.4385874190179764,4.351962202194626,5.372792842215587
0.186,1.7291461466197969e-06,6.760437339199543e-06,1.4891834944560715e-05,2.595249397859219e-05,3.979092628418398e-05,5.626674213370485e-05,7.524573258090732e-05,9.659768349200682e-05,0.00012019613723663784,0.0001459193050491458,0.05550393895586327,0.2220157558234531,0.49953545060276944,0.8880630232938124,1.3875984738965814,1.9981418024110773,2.7196930088373,3.5522520931752495,4.495819055424924,5.550393895586326
0.189,1.7374927259174388e-06,6.798627678732003e-06,1.4986034027138639e-05,2.6130319809868775e-05,4.007887976311581e-05,5.668857751338338e-05,7.582182671679239e-05,9.734528063914125e-05,0.00012113023435391331,0.00014705389700280316,0.05730882770963094,0.22923531083852375,0.5157794493866784,0.916941243354095,1.4327206927407732,2.063117797546713,2.808132557771916,3.66776497341638,4.642015044480105,5.730882770963093
0.192,1.746517667488145e-06,6.8390124166036205e-06,1.5083879651079973e-05,2.6312323068568217e-05,4.037000458368888e-05,5.711077368596054e-05,7.639376543344308e-05,9.808291293399416e-05,0.00012204789130443483,0.0001481656299136029,0.05914259468345888,0.23657037873383552,0.53228335215113,0.9462815149353421,1.4785648670864717,2.1291334086045195,2.8979871394894854,3.7851260597413683,4.790550169360168,5.914259468345887
0.195,1.7561963922618215e-06,6.881436925011367e-06,1.5184968076058516e-05,2.649779990695662e-05,4.066336657569132e-05,5.753237422067735e-05,7.696090104298357e-05,9.881065483050022e-05,0.00012295034439904247,0.0001492573057467864,0.06100523987734712,0.24402095950938849,0.5490471588961241,0.9760838380375539,1.5251309969336777,2.196188635584496,2.989256753990009,3.9043353521502158,4.941424430065116,6.100523987734711
